Client,Project,User,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-24,2016-09-25,Total
,sprint-6,Frickeursu,05:57:52,,15:16:16,,01:30:30,,,22:44:38
Total:,,,05:57:52,,15:16:16,,01:30:30,,,22:44:38
