Client,Project,User,2016-08-29,2016-08-30,2016-08-31,2016-09-01,2016-09-02,2016-09-03,2016-09-04,Total
,sprint-3,Frickeursu,03:10:41,,02:08:32,02:26:59,06:13:02,,04:33:00,18:32:14
Total:,,,03:10:41,,02:08:32,02:26:59,06:13:02,,04:33:00,18:32:14
