Client,Project,User,2016-08-15,2016-08-16,2016-08-17,2016-08-18,2016-08-19,2016-08-20,2016-08-21,Total
,,Jazzgwwt,00:18:09,03:51:53,01:46:22,,02:49:33,,00:17:35,09:03:32
Total:,,,00:18:09,03:51:53,01:46:22,,02:49:33,,00:17:35,09:03:32
