Client,Project,User,2016-09-19,2016-09-20,2016-09-21,2016-09-22,2016-09-23,2016-09-24,2016-09-25,Total
,,Jazzgwwt,,,,00:00:23,,,00:31:45,00:32:08
Total:,,,,,,00:00:23,,,00:31:45,00:32:08
